Código,Nome,PU,Taxa Indicativa,data,Indexer
CEMT19,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,455.04,5.85,26/09/2024,IPCA +
CEPE19,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE,466.68,5.7,26/09/2024,IPCA +
CEPEB3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),1022.53,6.68,26/09/2024,IPCA +
CEPEC1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),1155.82,6.63,26/09/2024,IPCA +
CEPEC2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),1115.74,6.63,26/09/2024,IPCA +
CESE32,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*),1081.58,6.7,26/09/2024,IPCA +
CESPA2,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*) (**),1189.89,6.65,26/09/2024,IPCA +
CESPA3,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*),1017.42,6.57,26/09/2024,IPCA +
CGASB1,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),1019.39,6.41,26/09/2024,IPCA +
CGMG18,COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG,1115.67,6.76,26/09/2024,IPCA +
CGOS13,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),1104.15,6.68,26/09/2024,IPCA +
CGOS16,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),1008.18,6.76,26/09/2024,IPCA +
CGOS24,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),1056.49,6.73,26/09/2024,IPCA +
CGOS34,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),1063.41,6.8,26/09/2024,IPCA +
CHSF13,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),1027.28,6.74,26/09/2024,IPCA +
CJEN13,TESC-TERMINAL SANTA CATARINA S/A (*),1185.98,7.81,26/09/2024,IPCA +
CLAG13,COLOMBO AGROINDUSTRIA SA (*),1167.95,7.01,26/09/2024,IPCA +
CLCD26,CELESC DISTRIBUIÇÃO S/A (*),1052.59,6.78,26/09/2024,IPCA +
CLCD27,CELESC DISTRIBUIÇÃO S/A (*),1027.49,6.74,26/09/2024,IPCA +
CLNG11,CALANGO 6 ENERGIA RENOVAVEL S.A.,957.66,6.81,26/09/2024,IPCA +
CLTM14,CONCESSIONARIA DAS LINHAS 8 E 9 DO SISTEMA DE TRENS METROPOLITANOS DE SAO PAULO S.A. (*),1001.34,7.73,26/09/2024,IPCA +
CMDT33,CEMIG DISTRIBUIÇÃO S/A,493.22,6.23,26/09/2024,IPCA +
CMGD27,CEMIG DISTRIBUIÇÃO S/A,1328.01,5.82,26/09/2024,IPCA +
CMGD28,CEMIG DISTRIBUIÇÃO S/A (*),1086.55,6.56,26/09/2024,IPCA +
CMGDB0,CEMIG DISTRIBUIÇÃO S/A (*),996.12,6.61,26/09/2024,IPCA +
CMIN11,CSN MINERACAO S.A. (*),1075.43,7.12,26/09/2024,IPCA +
CMIN12,CSN MINERACAO S.A.,1094.82,7.02,26/09/2024,IPCA +
CMIN21,CSN MINERACAO S.A. (*),1010.5,7.49,26/09/2024,IPCA +
CMIN22,CSN MINERACAO S.A.,1086.19,7.28,26/09/2024,IPCA +
CMTR29,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),1152.6,6.62,26/09/2024,IPCA +
CNRD11,CONCESSIONARIA DA RODOVIA MS 306 S.A. (*) (**),1162.75,7.7,26/09/2024,IPCA +
COCE18,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),1092.63,6.64,26/09/2024,IPCA +
COMR14,COMERC PARTICIPACOES S.A. (*),1123.78,6.89,26/09/2024,IPCA +
COMR15,COMERC PARTICIPACOES S.A. (*),1065.25,6.87,26/09/2024,IPCA +
CONF11,CONFLUENCIA ENERGIA S/A (*),1186.11,7.03,26/09/2024,IPCA +
CONX12,TRIPLE PLAY BRASIL PARTICIPACOES S.A. (*),996.13,11.37,26/09/2024,IPCA +
CPFGA2,CPFL TRANSMISSAO S.A (*),1081.47,6.72,26/09/2024,IPCA +
CPFPA0,COMPANHIA PIRATININGA DE FORÇA E LUZ,694.96,5.73,26/09/2024,IPCA +
CPFPA5,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),1046.53,6.53,26/09/2024,IPCA +
CPFPA7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),1016.72,6.56,26/09/2024,IPCA +
CPFPB7,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),1009.18,6.62,26/09/2024,IPCA +
CPGT15,COPEL GERAÇÃO E TRANSMISSÃO S/A,280.14,5.72,26/09/2024,IPCA +
CPGT26,COPEL GERAÇÃO E TRANSMISSÃO S/A,1330.61,5.58,26/09/2024,IPCA +
CPGT27,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),1131.74,6.8,26/09/2024,IPCA +
CPGT28,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),1099.91,6.69,26/09/2024,IPCA +
CPLD26,COPEL DISTRIBUICAO S/A (*),1131.08,6.5,26/09/2024,IPCA +
CPLD29,COPEL DISTRIBUICAO S/A (*),1012.45,6.53,26/09/2024,IPCA +
CPLD37,COPEL DISTRIBUICAO S/A (*),1093.34,6.53,26/09/2024,IPCA +
CPTM15,LIGGA TELECOMUNICACOES S.A (*),978.57,12.03,26/09/2024,IPCA +
CPXB22,ETC - EMPRESA TRANSMISSORA CAPIXABA S.A (*),693.47,5.77,26/09/2024,IPCA +
CRMG15,CONCESSIONÁRIA DA RODOVIA MG-050 S/A (*),1017.69,7.72,26/09/2024,IPCA +
CSAN33,COSAN S.A. (*),1090.44,7.94,26/09/2024,IPCA +
CSMGA2,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),535.08,5.69,26/09/2024,IPCA +
CSMGA6,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),990.88,6.54,26/09/2024,IPCA +
CSMGB4,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),664.07,6.56,26/09/2024,IPCA +
CSMGB8,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),1040.26,7.25,26/09/2024,IPCA +
CSMGB9,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),1014.48,7.38,26/09/2024,IPCA +
CSMGC3,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*) (**),466.72,6.43,26/09/2024,IPCA +
CSNAA4,COMPANHIA SIDERÚRGICA NACIONAL (*),1008.29,7.65,26/09/2024,IPCA +
CSNAA5,COMPANHIA SIDERÚRGICA NACIONAL (*),1000.71,7.47,26/09/2024,IPCA +
CSNAB4,COMPANHIA SIDERÚRGICA NACIONAL (*),1023.05,7.47,26/09/2024,IPCA +
CSNAB5,COMPANHIA SIDERÚRGICA NACIONAL (*),986.83,7.65,26/09/2024,IPCA +
CSNAC4,COMPANHIA SIDERÚRGICA NACIONAL (*),980.68,8.02,26/09/2024,IPCA +
CSNP12,COMPANHIA ENERGÉTICA SINOP S.A. (*) (**),1301.89,7.76,26/09/2024,IPCA +
CSRN19,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,1317.4,6.83,26/09/2024,IPCA +
CSRN27,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,1499.79,6.12,26/09/2024,IPCA +
CSRN29,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN,1280.32,6.66,26/09/2024,IPCA +
CSRNA1,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*) (**),1055.71,6.79,26/09/2024,IPCA +
CSRNB2,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),977.04,6.72,26/09/2024,IPCA +
CSRNC0,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),1095.06,6.68,26/09/2024,IPCA +
CTEE17,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,1431.01,5.66,26/09/2024,IPCA +
CTEE18,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,1196.54,6.51,26/09/2024,IPCA +
CTEE1B,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),1145.44,6.61,26/09/2024,IPCA +
CTEE29,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP,1040.32,6.69,26/09/2024,IPCA +
CTEE2B,COMPANHIA DE TRANSMISSÃO DE ENERGIA ELÉTRICA PAULISTA - CTEEP (*),1122.3,6.61,26/09/2024,IPCA +
CTGE13,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*) (**),1241.16,6.74,26/09/2024,IPCA +
CTGE15,COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL ELETROSUL (*),1020.3,6.73,26/09/2024,IPCA +
CTNS14,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A,455.68,5.7,26/09/2024,IPCA +
CTRR11,CANTAREIRA TRANSMISSORA DE ENERGIA S/A,854.11,6.83,26/09/2024,IPCA +
CUTI11,CUTIA EMPREENDIMENTOS EÓLICOS S.A.,956.11,6.55,26/09/2024,IPCA +
CXER12,COMPLEXO MORRINHOS ENERGIAS RENOVAVEIS S.A.,836.15,7.66,26/09/2024,IPCA +
DESK17,DESKTOP S/A (*),1023.62,7.37,26/09/2024,IPCA +
EBAS13,EMPRESA BAIANA DE AGUAS E SANEAMENTO SA (*),1125.12,7.51,26/09/2024,IPCA +
ECER12,CONCESSIONARIA ECOVIAS DO CERRADO S.A. (*),1102.07,6.76,26/09/2024,IPCA +
ECHP11,ECHOENERGIA PARTICIPACOES S/A (*),1265.94,6.75,26/09/2024,IPCA +
ECHP12,ECHOENERGIA PARTICIPACOES S/A (*),1139.73,7.0,26/09/2024,IPCA +
ECHP22,ECHOENERGIA PARTICIPACOES S/A (*),1148.76,6.69,26/09/2024,IPCA +
ECOV16,CONCESSIONÁRIA ECOVIAS DOS IMIGRANTES S/A (*),1001.0,6.59,26/09/2024,IPCA +
ECPN11,CONCESSIONARIA PONTE RIO-NITEROI S.A. - ECOPONTE,1082.14,8.24,26/09/2024,IPCA +
EDFT11,EDF OITI TRANSMISSORA S.A. (*),1054.86,6.64,26/09/2024,IPCA +
EDPA11,EDP TRANSMISSAO ALIANCA SC S.A.,1324.97,7.06,26/09/2024,IPCA +
EDPT11,EDP TRANSMISSÃO S.A. (*) (**),1020.25,6.69,26/09/2024,IPCA +
EDTE12,EDTE - EMPRESA DIAMANTINA DE TRANSMISSAO DE ENERGIA S.A. (*) (**),1239.1,6.55,26/09/2024,IPCA +
EDVP14,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,455.24,5.8,26/09/2024,IPCA +
EDVP17,ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A,1118.96,6.64,26/09/2024,IPCA +
EEELA0,CPFL TRANSMISSAO S.A (*),1048.75,6.5,26/09/2024,IPCA +
EEELA1,CPFL TRANSMISSAO S.A (*),1007.91,6.5,26/09/2024,IPCA +
EEELB1,CPFL TRANSMISSAO S.A (*),1006.04,6.47,26/09/2024,IPCA +
EGIE17,ENGIE BRASIL ENERGIA S.A.,698.91,5.68,26/09/2024,IPCA +
EGIE19,ENGIE BRASIL ENERGIA S.A.,1303.68,6.4,26/09/2024,IPCA +
EGIE27,ENGIE BRASIL ENERGIA S.A.,1375.1,6.63,26/09/2024,IPCA +
EGIE29,ENGIE BRASIL ENERGIA S.A.,1223.4,6.78,26/09/2024,IPCA +
EGIE39,ENGIE BRASIL ENERGIA S.A.,1301.68,6.44,26/09/2024,IPCA +
EGIE49,ENGIE BRASIL ENERGIA S.A.,1213.41,6.83,26/09/2024,IPCA +
EGIEA0,ENGIE BRASIL ENERGIA S.A. (*),1027.94,6.46,26/09/2024,IPCA +
EGIEA1,ENGIE BRASIL ENERGIA S.A. (*),1046.92,6.55,26/09/2024,IPCA +
EGIEB1,ENGIE BRASIL ENERGIA S.A. (*),1036.71,6.64,26/09/2024,IPCA +
EGIEB2,ENGIE BRASIL ENERGIA S.A. (*),1034.21,6.59,26/09/2024,IPCA +
EGVG11,ENEL GREEN POWER VOLTA GRANDE S.A.,762.7,6.65,26/09/2024,IPCA +
EGVG21,ENEL GREEN POWER VOLTA GRANDE S.A.,778.4,6.55,26/09/2024,IPCA +
EKTRB3,ELEKTRO REDES S.A. (*),1005.22,6.75,26/09/2024,IPCA +
EKTRC0,ELEKTRO REDES S.A. (*),1148.75,6.65,26/09/2024,IPCA +
EKTRC1,ELEKTRO REDES S.A. (*) (**),1098.6,6.58,26/09/2024,IPCA +
EKTT11,EKTT 9 SERV DE TRANS DE E E SPE S.A. (*),1006.42,6.79,26/09/2024,IPCA +
ELEK37,ELEKTRO REDES S.A.,712.03,5.96,26/09/2024,IPCA +
ELET14,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*),1030.27,6.63,26/09/2024,IPCA +
ELET23,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,1143.25,6.69,26/09/2024,IPCA +
ELET42,CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS,1303.47,6.71,26/09/2024,IPCA +
ELPLA5,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),1114.52,6.8,26/09/2024,IPCA +
ELPLA7,ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*),1090.14,6.77,26/09/2024,IPCA +
ELPLB4,ELETROPAULO METROP. ELETRIC. DE S.P. S/A,1304.08,6.77,26/09/2024,IPCA +
ELTN15,CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*),1018.36,6.77,26/09/2024,IPCA +
ENAT11,ENAUTA PARTICIPACOES S.A. (*),1179.87,7.63,26/09/2024,IPCA +
ENAT12,ENAUTA PARTICIPACOES S.A. (*),1018.97,7.9,26/09/2024,IPCA +
ENAT13,ENAUTA PARTICIPACOES S.A. (*),1036.4,7.9,26/09/2024,IPCA +
ENAT14,ENAUTA PARTICIPACOES S.A. (*),1033.46,7.94,26/09/2024,IPCA +
ENAT24,ENAUTA PARTICIPACOES S.A. (*),1042.81,8.03,26/09/2024,IPCA +
ENAT33,ENAUTA PARTICIPACOES S.A. (*),1046.48,7.99,26/09/2024,IPCA +
ENERA1,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,1009.99,6.61,26/09/2024,IPCA +
ENEV13,ENEVA S.A.,1281.04,6.49,26/09/2024,IPCA +
ENEV15,ENEVA S.A.,1273.75,6.67,26/09/2024,IPCA +
ENEV16,ENEVA S.A.,1156.6,6.88,26/09/2024,IPCA +
ENEV18,ENEVA S.A. (*),1080.53,6.82,26/09/2024,IPCA +
ENEV19,ENEVA S.A. (*),1102.71,6.78,26/09/2024,IPCA +
ENEV26,ENEVA S.A.,1086.19,6.88,26/09/2024,IPCA +
ENEV28,ENEVA S.A. (*),1070.11,6.91,26/09/2024,IPCA +
ENEV29,ENEVA S.A. (*),1103.51,6.91,26/09/2024,IPCA +
ENEV32,ENEVA S.A.,1295.93,6.72,26/09/2024,IPCA +
ENEV39,ENEVA S.A. (*),1118.68,6.94,26/09/2024,IPCA +
ENEVA0,ENEVA S.A. (*),1024.58,6.79,26/09/2024,IPCA +
ENEVB0,ENEVA S.A. (*),1030.93,6.77,26/09/2024,IPCA +
ENGI29,ENERGISA S/A,1495.32,6.29,26/09/2024,IPCA +
ENGI39,ENERGISA S/A,1438.55,6.77,26/09/2024,IPCA +
ENGIA1,ENERGISA S/A,1335.66,6.5,26/09/2024,IPCA +
ENGIA4,ENERGISA S/A,1229.7,6.74,26/09/2024,IPCA +
ENGIA5,ENERGISA S/A,1165.58,6.69,26/09/2024,IPCA +
ENGIA6,ENERGISA S/A,1106.47,6.76,26/09/2024,IPCA +
ENGIA9,ENERGISA S/A,1019.71,6.68,26/09/2024,IPCA +
ENGIB0,ENERGISA S/A,1013.15,6.65,26/09/2024,IPCA +
ENGIB4,ENERGISA S/A,1194.85,6.79,26/09/2024,IPCA +
ENGIB6,ENERGISA S/A,1105.43,6.67,26/09/2024,IPCA +
ENGIB9,ENERGISA S/A,1029.06,6.68,26/09/2024,IPCA +
ENGIC0,ENERGISA S/A,1009.33,6.75,26/09/2024,IPCA +
ENJG21,COMPANHIA ENERGÉTICA JAGUARA,902.49,6.6,26/09/2024,IPCA +
ENMI21,COMPANHIA ENERGÉTICA MIRANDA,996.43,6.47,26/09/2024,IPCA +
ENMTA3,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,1233.96,6.61,26/09/2024,IPCA +
ENMTA4,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,1165.26,6.7,26/09/2024,IPCA +
ENMTA5,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,1108.49,6.7,26/09/2024,IPCA +
ENMTA7,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,1004.96,6.72,26/09/2024,IPCA +
ENMTB3,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,1193.85,6.81,26/09/2024,IPCA +
ENMTB5,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.,1104.39,6.68,26/09/2024,IPCA +
ENSEA1,ENERGISA SERGIPE - DIST.DE ENERGIA S/A,1120.73,6.73,26/09/2024,IPCA +
ENTV12,ENTREVIAS CONCESSIONARIA DE RODOVIAS S.A (*) (**),1375.7,6.95,26/09/2024,IPCA +
EQMAA0,EQUATORIAL MARANHAO DISTRIBUIDORA DE ENERGIA S.A (*),1028.48,6.79,26/09/2024,IPCA +
EQSP11,EQUATORIAL TRANSMISSORA 3 SPE S.A.,1091.64,6.84,26/09/2024,IPCA +
EQSP21,EQUATORIAL TRANSMISSORA 3 SPE S.A.,1067.18,6.7,26/09/2024,IPCA +
EQTC11,EQUATORIAL TRANSMISSORA 5 SPE S.A.,1189.36,6.77,26/09/2024,IPCA +
EQTN11,EQUATORIAL TRANSMISSORA 2 SPE S/A,1150.64,6.84,26/09/2024,IPCA +
EQTR11,EQUATORIAL TRANSMISSORA 8 SPE S.A.,1174.23,6.97,26/09/2024,IPCA +
EQTR21,EQUATORIAL TRANSMISSORA 8 SPE S.A.,1177.53,6.93,26/09/2024,IPCA +
EQTS11,EQUATORIAL TRANSMISSORA 1 SPE S.A,1129.98,6.76,26/09/2024,IPCA +
EQUA11,EQUATORIAL TRANSMISSAO S.A (*),1137.78,6.69,26/09/2024,IPCA +
ERDV17,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,708.45,7.7,26/09/2024,IPCA +
ERDV36,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,748.36,7.44,26/09/2024,IPCA +
ERDV38,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A,1354.25,6.97,26/09/2024,IPCA +
ERDVA4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),1023.9,6.82,26/09/2024,IPCA +
ERDVB4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),1035.58,6.93,26/09/2024,IPCA +
ERDVC3,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),1065.23,6.94,26/09/2024,IPCA +
ERDVC4,ECORODOVIAS CONCESSÕES E SERVIÇOS S/A (*),1046.37,7.06,26/09/2024,IPCA +
ESAM14,EMPRESA DE ENERGIA SÃO MANOEL S/A,897.54,6.91,26/09/2024,IPCA +
ESULA1,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,454.91,5.89,26/09/2024,IPCA +
ESULA6,ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A.,1165.28,6.7,26/09/2024,IPCA +
ETAP22,ETAP EMPRESA TRANSMISSORA AGRESTE POTIGUAR S.A. (*) (**),693.33,5.79,26/09/2024,IPCA +
ETBA12,ETB - EMPRESA DE TRANSMISSAO BAIANA S.A. (*) (**),1222.91,6.59,26/09/2024,IPCA +
ETEN11,ENERGISA TRANSMISSAO DE ENERGIA S.A,1374.95,5.81,26/09/2024,IPCA +
ETEN12,ENERGISA TRANSMISSAO DE ENERGIA S.A,1227.76,6.8,26/09/2024,IPCA +
ETEN21,ENERGISA TRANSMISSAO DE ENERGIA S.A,1332.68,6.65,26/09/2024,IPCA +
ETEN22,ENERGISA TRANSMISSAO DE ENERGIA S.A,1198.04,6.72,26/09/2024,IPCA +
ETEN31,ENERGISA TRANSMISSAO DE ENERGIA S.A,1408.34,5.88,26/09/2024,IPCA +
ETSP12,EQUATORIAL TRANSMISSORA 7 SPE S.A.,1168.49,7.04,26/09/2024,IPCA +
EUBE11,ENGIE SOLUCOES CIDADES INTELIGENTES E INFRAESTRUTURA DE UBERLANDIA S.A (*),947.47,6.61,26/09/2024,IPCA +
EXTZ11,EXTREMOZ TRANSMISSORA DO NORDESTE ETN S.A. (*) (**),753.9,6.6,26/09/2024,IPCA +
FBRI13,FIBRASIL INFRAESTRUTURA FIBRA OTICA S.A. (*),1045.83,7.27,26/09/2024,IPCA +
FGEN13,FERREIRA GOMES ENERGIA S/A,1077.27,6.56,26/09/2024,IPCA +
FLCLA0,ENERGISA M.GERAIS DITRIB.DE ENERGIA S/A,455.59,5.72,26/09/2024,IPCA +
FURN21,FURNAS CENTRAIS ELETRICAS S/A,1231.44,6.67,26/09/2024,IPCA +
GASC15,RUMO MALHA PAULISTA S/A (*) (**),964.34,6.59,26/09/2024,IPCA +
GASC16,RUMO MALHA PAULISTA S/A (*),1013.64,6.56,26/09/2024,IPCA +
GASC17,RUMO MALHA PAULISTA S/A (*),965.68,6.57,26/09/2024,IPCA +
GASC22,RUMO MALHA PAULISTA S/A (*),1131.43,6.53,26/09/2024,IPCA +
GASC23,RUMO MALHA PAULISTA S/A (*),1134.18,6.6,26/09/2024,IPCA +
GASC25,RUMO MALHA PAULISTA S/A (*) (**),963.85,6.56,26/09/2024,IPCA +
GASC26,RUMO MALHA PAULISTA S/A (*),1024.23,6.52,26/09/2024,IPCA +
GASC27,RUMO MALHA PAULISTA S/A (*),961.74,6.63,26/09/2024,IPCA +
GASP16,COMPANHIA DE GAS DE SÃO PAULO - COMGAS,1489.85,5.99,26/09/2024,IPCA +
GASP19,COMPANHIA DE GAS DE SÃO PAULO - COMGAS,1117.85,6.56,26/09/2024,IPCA +
GASP29,COMPANHIA DE GAS DE SÃO PAULO - COMGAS,1055.93,6.83,26/09/2024,IPCA +
GASP34,COMPANHIA DE GAS DE SÃO PAULO - COMGAS,1114.42,5.63,26/09/2024,IPCA +
GBSP11,GBS PARTICIPACOES S.A. (*),1102.34,7.1,26/09/2024,IPCA +
GEPA28,RIO PARANAPANEMA ENERGIA S/A (*) (**),721.7,6.59,26/09/2024,IPCA +
GRRB24,AGUAS GUARIROBA S/A (*) (**),11795.08,8.63,26/09/2024,IPCA +
GSTS14,AGUAS DE TERESINA SANEAMENTO SPE S.A. (*),1094.39,6.92,26/09/2024,IPCA +
GSTS24,AGUAS DE TERESINA SANEAMENTO SPE S.A. (*),1098.56,7.1,26/09/2024,IPCA +
HARG11,HOLDING DO ARAGUAIA S.A. (*),1192.11,6.92,26/09/2024,IPCA +
HBSA11,HIDROVIAS DO BRASIL S.A. (*),1140.73,7.28,26/09/2024,IPCA +
HBSA21,HIDROVIAS DO BRASIL S.A. (*),1130.94,7.14,26/09/2024,IPCA +
HVSP11,HELIO VALGAS SOLAR PARTICIPACOES S.A. (*),1346.55,6.9,26/09/2024,IPCA +
HZTC14,ORIZON MEIO AMBIENTE S.A. (*),1119.27,7.4,26/09/2024,IPCA +
IBPB11,SERRA DE IBIAPABA TRANSMISSORA DE ENERGIA S.A. (*) (**),1183.02,6.84,26/09/2024,IPCA +
IEMD12,INTERLIGAÇÃO ELÉTRICA DO MADEIRA S/A,8543.49,5.47,26/09/2024,IPCA +
IGSN15,IGUA SANEAMENTO S.A,1140.44,8.12,26/09/2024,IPCA +
IRJS14,IGUA RIO DE JANEIRO S.A. (*),1162.15,8.14,26/09/2024,IPCA +
IRJS15,IGUA RIO DE JANEIRO S.A. (*),965.22,8.17,26/09/2024,IPCA +
ITGT11,INTEGRACAO TRANSMISSORA DE ENERGIA S.A.,955.49,6.41,26/09/2024,IPCA +
ITPO14,ITAPOA TERMINAIS PORTUÁRIOS S/A (*),1304.92,6.98,26/09/2024,IPCA +
IVIAA0,CONC. RODOV. INTERI. PAULISTA S/A (*),1020.27,6.96,26/09/2024,IPCA +
JALL11,JALLES MACHADO S.A.,1108.15,6.93,26/09/2024,IPCA +
JALL13,JALLES MACHADO S.A.,1076.23,6.82,26/09/2024,IPCA +
JALL14,JALLES MACHADO S.A. (*),1080.03,6.98,26/09/2024,IPCA +
JALL15,JALLES MACHADO S.A. (*),1014.13,6.86,26/09/2024,IPCA +
JALL21,JALLES MACHADO S.A.,1106.4,6.81,26/09/2024,IPCA +
JALL24,JALLES MACHADO S.A. (*),1082.07,7.1,26/09/2024,IPCA +
JSMLB5,SIMPAR S.A. (*),1128.72,9.36,26/09/2024,IPCA +
JTEE11,JANAUBA TRANSMISSORA DE ENERGIA ELETRICA  S/A (*) (**),998.88,6.57,26/09/2024,IPCA +
JTEE12,JANAUBA TRANSMISSORA DE ENERGIA ELETRICA  S/A (*),1314.11,6.6,26/09/2024,IPCA +
KLBNA5,KLABIN S/A (*),976.55,6.4,26/09/2024,IPCA +
LCAMD1,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,1077.41,8.59,26/09/2024,IPCA +
LCAMD3,COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*),1083.57,8.5,26/09/2024,IPCA +
LGEN11,LAGOA 1 ENERGIA RENOVAVEL S.A.,1093.58,6.43,26/09/2024,IPCA +
LORTA7,LOCALIZA RENT A CAR,1068.05,8.52,26/09/2024,IPCA +
LTTE15,LINHAS DE TAUBATE TRANS.DE ENERGIA S/A (*) (**),1175.81,6.8,26/09/2024,IPCA +
MEZ511,MEZ 5 ENERGIA S.A.,1259.58,7.48,26/09/2024,IPCA +
MGSP12,EDP TRANSMISSAO SP-MG S.A.,1204.04,6.75,26/09/2024,IPCA +
MNAU13,MANAUS AMBIENTAL S/A,1336.5,6.03,26/09/2024,IPCA +
MOVI18,MOVIDA PARTICIPACOES S/A (*),1038.22,9.9,26/09/2024,IPCA +
MOVI37,MOVIDA PARTICIPACOES S/A (*),1119.73,8.97,26/09/2024,IPCA +
MRSAA1,MRS LOGÍSTICA S/A (*),1020.44,6.58,26/09/2024,IPCA +
MRSAB1,MRS LOGÍSTICA S/A (*),1028.51,6.55,26/09/2024,IPCA +
MRSAC1,MRS LOGÍSTICA S/A (*),1029.07,6.62,26/09/2024,IPCA +
MRSL27,MRS LOGÍSTICA S/A,589.59,5.86,26/09/2024,IPCA +
MSGT12,MATA DE SANTA GENEBRA TRANSMISSÃO S/A,952.67,6.64,26/09/2024,IPCA +
MSGT13,MATA DE SANTA GENEBRA TRANSMISSÃO S/A (*) (**),1006.57,8.84,26/09/2024,IPCA +
MSGT23,MATA DE SANTA GENEBRA TRANSMISSÃO S/A (*),1086.49,6.74,26/09/2024,IPCA +
MSGT33,MATA DE SANTA GENEBRA TRANSMISSÃO S/A (*),1066.74,6.76,26/09/2024,IPCA +
MTRJ19,CONCESSÃO METROVIÁRIA DO R. JANEIRO S/A (*),1301.65,7.48,26/09/2024,IPCA +
MVLV16,MOVIDA LOCACAO DE VEICULOS S.A. (*) (**),1437.05,9.59,26/09/2024,IPCA +
